product_id,product_name,product_price,price_currency,product_availability,product_url,source_url,product_brand_name,Mask type,Fabric type,Usage type,Bundle size,Mask Age group,Mask size group,color,certified,abuseCount,customerNickname,helpfulNo,helpfulYes,id,imagesCount,languageCode,postedDate,productId,profileInfo.ugcSummary.answerCount,profileInfo.ugcSummary.reviewCount,ratingValue,reviewText,reviewTitle,reviewed,score,translation.reviewText,translation.reviewTitle,reviewText_final,Reviewer_Geo,Cost per mask,price_bucket,rating_value,Reviewer_Geo.1,processed,mixed_sentiment,negative_sentiment,neutral_sentiment,positive_sentiment
100234,Luseta Beauty_ Disposable Protection Face Mask_ 50 Pack,44.31,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Luseta-Beauty-Disposable-Protection-Face-Mask-50-Pack/100234,https://au.iherb.com/c/protective-face-masks,Luseta Beauty,Disposable,Others,Others,50.0,Not specified,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,887f77ab-69d8-4874-941c-f0f365d953cd,0,en-US,2021-01-31T07:19:16.15Z,100234,0.0,87.0,10,very expensive ,Not satisfied,False,1612077556.15,Not available,Not available,very expensive ,US,0.8862000000000001,low range,1.0,US,expens,0.0,0.0,1.0,0.0
100234,Luseta Beauty_ Disposable Protection Face Mask_ 50 Pack,44.31,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Luseta-Beauty-Disposable-Protection-Face-Mask-50-Pack/100234,https://au.iherb.com/c/protective-face-masks,Luseta Beauty,Disposable,Others,Others,50.0,Not specified,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,ca0dfd7f-5968-412f-b7f4-59e00a6438bb,0,en-US,2021-01-27T06:13:35.49Z,100234,0.0,106.0,40,they are done well_ and i like that they have metal thingy on the nose,Good,False,1611728015.49,Not available,Not available,they are done well_ and i like that they have metal thingy on the nose,US,0.8862000000000001,low range,4.0,US,done well metal thingi nose,0.5574,0.0,0.739,0.261
100234,Luseta Beauty_ Disposable Protection Face Mask_ 50 Pack,44.31,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Luseta-Beauty-Disposable-Protection-Face-Mask-50-Pack/100234,https://au.iherb.com/c/protective-face-masks,Luseta Beauty,Disposable,Others,Others,50.0,Not specified,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,af546ea3-9cc4-4653-9bdc-c1c3fbbbb597,0,en-US,2021-01-27T00:22:39.469Z,100234,0.0,40.0,50,Nice comfortable mask. Shipping was fast.,Excellent!,False,1611706959.469,Not available,Not available,Nice comfortable mask. Shipping was fast.,US,0.8862000000000001,low range,5.0,US,nice comfort ship fast,0.7269,0.0,0.396,0.604
100234,Luseta Beauty_ Disposable Protection Face Mask_ 50 Pack,44.31,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Luseta-Beauty-Disposable-Protection-Face-Mask-50-Pack/100234,https://au.iherb.com/c/protective-face-masks,Luseta Beauty,Disposable,Others,Others,50.0,Not specified,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,cdf8af93-3fd5-4243-b53c-d52612cc54b0,0,en-US,2021-01-26T10:16:33.602Z,100234,87.0,253.0,50,Love these_ and always have them in my car. The price and quality is better than any others I've seen. ,Excellent!,True,1611656193.602,Not available,Not available,Love these_ and always have them in my car. The price and quality is better than any others I've seen. ,US,0.8862000000000001,low range,5.0,US,love alway car the price qualiti better other i seen,0.7964,0.0,0.717,0.283
100234,Luseta Beauty_ Disposable Protection Face Mask_ 50 Pack,44.31,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Luseta-Beauty-Disposable-Protection-Face-Mask-50-Pack/100234,https://au.iherb.com/c/protective-face-masks,Luseta Beauty,Disposable,Others,Others,50.0,Not specified,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,7524bd7a-507b-4568-a05b-9e8a14e69996,0,ar-SA,2021-01-21T21:07:41.965Z,100234,0.0,93.0,40,ممتاز,Good,False,1611263261.965,Excellent,en-US,Excellent,SA,0.8862000000000001,low range,4.0,SA,excel,0.5719,0.0,0.0,1.0
100234,Luseta Beauty_ Disposable Protection Face Mask_ 50 Pack,44.31,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Luseta-Beauty-Disposable-Protection-Face-Mask-50-Pack/100234,https://au.iherb.com/c/protective-face-masks,Luseta Beauty,Disposable,Others,Others,50.0,Not specified,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,c0669c33-f748-460d-8e77-d8a0dd3baa1b,0,ru-RU,2021-01-21T15:14:07.512Z,100234,0.0,404.0,50,Удобные,👍,False,1611242047.512,Comfortable,en-US,Comfortable,RU,0.8862000000000001,low range,5.0,RU,comfort,0.5106,0.0,0.0,1.0
100234,Luseta Beauty_ Disposable Protection Face Mask_ 50 Pack,44.31,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Luseta-Beauty-Disposable-Protection-Face-Mask-50-Pack/100234,https://au.iherb.com/c/protective-face-masks,Luseta Beauty,Disposable,Others,Others,50.0,Not specified,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,d2edb42a-87a8-431e-9e0a-64ed8a23ce69,0,en-US,2021-01-20T14:26:55.082Z,100234,0.0,36.0,10,Thick ,Not satisfied,False,1611152815.082,Not available,Not available,Thick ,US,0.8862000000000001,low range,1.0,US,thick,0.0,0.0,1.0,0.0
100234,Luseta Beauty_ Disposable Protection Face Mask_ 50 Pack,44.31,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Luseta-Beauty-Disposable-Protection-Face-Mask-50-Pack/100234,https://au.iherb.com/c/protective-face-masks,Luseta Beauty,Disposable,Others,Others,50.0,Not specified,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,4830b97b-ee5a-4918-9bc2-63e71f2aeac6,0,en-US,2021-01-20T10:18:23.029Z,100234,0.0,58.0,50,Good and soft ,Excellent!,False,1611137903.029,Not available,Not available,Good and soft ,US,0.8862000000000001,low range,5.0,US,good soft,0.4404,0.0,0.408,0.592
100234,Luseta Beauty_ Disposable Protection Face Mask_ 50 Pack,44.31,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Luseta-Beauty-Disposable-Protection-Face-Mask-50-Pack/100234,https://au.iherb.com/c/protective-face-masks,Luseta Beauty,Disposable,Others,Others,50.0,Not specified,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,31295247-8285-42dc-ab71-cd322e2fff6f,0,en-US,2021-01-17T19:43:53.004Z,100234,0.0,63.0,50,plain good,Excellent!,False,1610912633.004,Not available,Not available,plain good,US,0.8862000000000001,low range,5.0,US,plain,0.4404,0.0,0.256,0.744
100234,Luseta Beauty_ Disposable Protection Face Mask_ 50 Pack,44.31,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Luseta-Beauty-Disposable-Protection-Face-Mask-50-Pack/100234,https://au.iherb.com/c/protective-face-masks,Luseta Beauty,Disposable,Others,Others,50.0,Not specified,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,2595ab7d-14c5-4d55-a76b-d26e7d152f03,0,en-US,2021-01-17T12:23:58.269Z,100234,0.0,99.0,40,Nice basic masks_ very useful. They are nothing super special_ but work well for what they are. The elastic bands can be a dash loose_ so the product quality is not extremely consistent_ but that does happen with masks like this_ and does not stop you from wearing them. These masks cover my face like they should_ with no effort_ so that is nice too.,Nice disposable masks,False,1610886238.269,Not available,Not available,Nice basic masks_ very useful. They are nothing super special_ but work well for what they are. The elastic bands can be a dash loose_ so the product quality is not extremely consistent_ but that does happen with masks like this_ and does not stop you from wearing them. These masks cover my face like they should_ with no effort_ so that is nice too.,US,0.8862000000000001,low range,4.0,US,nice basic use they noth super special work well the elast band dash loos product qualiti extrem consist happen stop wear these cover face effort nice,0.8785,0.114,0.65,0.236
