product_id,product_name,product_price,price_currency,product_availability,product_url,source_url,product_brand_name,Mask type,Fabric type,Usage type,Bundle size,Mask Age group,Mask size group,color,certified,abuseCount,customerNickname,helpfulNo,helpfulYes,id,imagesCount,languageCode,postedDate,productId,profileInfo.ugcSummary.answerCount,profileInfo.ugcSummary.reviewCount,ratingValue,reviewText,reviewTitle,reviewed,score,translation.reviewText,translation.reviewTitle,reviewText_final,Reviewer_Geo,Cost per mask,price_bucket,rating_value,Reviewer_Geo.1,processed,mixed_sentiment,negative_sentiment,neutral_sentiment,positive_sentiment
102455,Now Foods_ Face Mask_ Grey_ S-M_ 1 Mask,2.95,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Now-Foods-Face-Mask-Grey-S-M-1-Mask/102455,https://au.iherb.com/c/protective-face-masks,Now Foods,Others,Others,Others,1.0,Not specified,S-M,Not specified,Not specified,0,iHerb Customer,0,21,60cb09f3-f90b-45f8-9da0-b5b3c6bc1de1,0,en-US,2021-02-04T12:56:10.617Z,102455,0.0,25.0,50,Dark gray_ comfortable mask. The logo looks very good. Suitable for a smaller face.,Excellent!,False,1620608170.617,Not available,Not available,Dark gray_ comfortable mask. The logo looks very good. Suitable for a smaller face.,US,2.95,medium range,5.0,US,dark gray comfort the logo look suitabl smaller face,0.7574,0.0,0.649,0.351
102455,Now Foods_ Face Mask_ Grey_ S-M_ 1 Mask,2.95,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Now-Foods-Face-Mask-Grey-S-M-1-Mask/102455,https://au.iherb.com/c/protective-face-masks,Now Foods,Others,Others,Others,1.0,Not specified,S-M,Not specified,Not specified,0,iHerb Customer,0,20,9cd0450d-bb52-4350-aafe-847320662931,0,en-US,2021-01-15T04:30:10.347Z,102455,0.0,42.0,50,I gave the mask to a friend. It's suitable for a small face. It doesn't protect_ but it's very comfortable and looks good. It doesn't interfere with breathing.,Excellent!,False,1618461010.347,Not available,Not available,I gave the mask to a friend. It's suitable for a small face. It doesn't protect_ but it's very comfortable and looks good. It doesn't interfere with breathing.,US,2.95,medium range,5.0,US,i gave friend it suitabl small face it protect comfort look it interfer breath,0.882,0.044,0.659,0.298
102455,Now Foods_ Face Mask_ Grey_ S-M_ 1 Mask,2.95,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Now-Foods-Face-Mask-Grey-S-M-1-Mask/102455,https://au.iherb.com/c/protective-face-masks,Now Foods,Others,Others,Others,1.0,Not specified,S-M,Not specified,Not specified,0,iHerb Customer,0,16,955cfee8-bed6-49f5-8cc9-b9eb0949789c,0,en-US,2021-01-15T23:50:11.261Z,102455,0.0,37.0,50,As they have already written_ the mask is for a small face - a child or a woman. The design is good_ and I especially like the system for tightening around the ears. Reduces the delivery price.,Excellent!,False,1616975411.261,Not available,Not available,As they have already written_ the mask is for a small face - a child or a woman. The design is good_ and I especially like the system for tightening around the ears. Reduces the delivery price.,US,2.95,medium range,5.0,US,as alreadi written small face child woman the design i especi system tighten around ear reduc deliveri price,0.6901,0.0,0.86,0.14
102455,Now Foods_ Face Mask_ Grey_ S-M_ 1 Mask,2.95,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Now-Foods-Face-Mask-Grey-S-M-1-Mask/102455,https://au.iherb.com/c/protective-face-masks,Now Foods,Others,Others,Others,1.0,Not specified,S-M,Not specified,Not specified,0,iHerb Customer,0,16,52f33ab3-b7a2-4e74-9b0a-7b12da1a1ac1,0,en-US,2021-01-13T03:27:39.238Z,102455,0.0,40.0,50,The mask fits well on the face. It's small for an adult and doesn't prefer it_ but that's exactly what I like because it doesn't interfere with breathing.,Excellent!,False,1616729259.238,Not available,Not available,The mask fits well on the face. It's small for an adult and doesn't prefer it_ but that's exactly what I like because it doesn't interfere with breathing.,US,2.95,medium range,5.0,US,the fit well face it small adult prefer exactli i interfer breath,0.5859,0.0,0.844,0.156
102455,Now Foods_ Face Mask_ Grey_ S-M_ 1 Mask,2.95,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Now-Foods-Face-Mask-Grey-S-M-1-Mask/102455,https://au.iherb.com/c/protective-face-masks,Now Foods,Others,Others,Others,1.0,Not specified,S-M,Not specified,Not specified,0,djagi,1,20,c12c43c7-93b7-4c7c-8486-deccd2d095db,1,en-US,2020-11-25T19:00:49.687Z,102455,0.0,179.0,40,This mask does not protect_ so it is easy to breathe through it. For a small head. The fabric is pleasant to the touch_ does not irritate the skin. The biggest drawback - it does not cover from the nose to under the chin. They could make at least one more fold. The attachment is comfortable and well thought out_ much more comfortable than an elastic band.,Good_ but too small,True,1613718049.687,Not available,Not available,This mask does not protect_ so it is easy to breathe through it. For a small head. The fabric is pleasant to the touch_ does not irritate the skin. The biggest drawback - it does not cover from the nose to under the chin. They could make at least one more fold. The attachment is comfortable and well thought out_ much more comfortable than an elastic band.,US,2.95,medium range,4.0,US,thi protect easi breath for small head the fabric pleasant touch irrit skin the biggest drawback cover nose chin they could make least one fold the attach comfort well thought much comfort elast band,0.9522,0.027,0.724,0.249
102455,Now Foods_ Face Mask_ Grey_ S-M_ 1 Mask,2.95,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Now-Foods-Face-Mask-Grey-S-M-1-Mask/102455,https://au.iherb.com/c/protective-face-masks,Now Foods,Others,Others,Others,1.0,Not specified,S-M,Not specified,Not specified,0,Ilove Health,0,1,f7384d51-5cfa-465b-80d7-ac55de05db56,1,ru-RU,2021-02-04T13:17:36.126Z,102455,122.0,326.0,50,для меня все маски большие_ так что это отличное решение_ когда нет очень близкого контакта с людьми можно использовать и легко дышать_ регулировать очень удобно,Wonderful!,False,1612833456.126,for me all masks are big_ so this is a great solution when there is no very close contact with people you can use and breathe easily_ it is very convenient to adjust,en-US,for me all masks are big_ so this is a great solution when there is no very close contact with people you can use and breathe easily_ it is very convenient to adjust,RU,2.95,medium range,5.0,RU,big solut close contact peopl use breath easili conveni adjust,0.765,0.055,0.725,0.22
102455,Now Foods_ Face Mask_ Grey_ S-M_ 1 Mask,2.95,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Now-Foods-Face-Mask-Grey-S-M-1-Mask/102455,https://au.iherb.com/c/protective-face-masks,Now Foods,Others,Others,Others,1.0,Not specified,S-M,Not specified,Not specified,0,iHerb Customer,0,0,13a544f7-12f2-410a-a9e7-7c3d88cae8a1,0,en-US,2021-02-05T20:58:33.982Z,102455,0.0,24.0,50,Comfortable mask with a pleasant reusable design.,Excellent!,False,1612558713.982,Not available,Not available,Comfortable mask with a pleasant reusable design.,US,2.95,medium range,5.0,US,comfort pleasant reusabl design,0.765,0.0,0.431,0.569
102455,Now Foods_ Face Mask_ Grey_ S-M_ 1 Mask,2.95,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Now-Foods-Face-Mask-Grey-S-M-1-Mask/102455,https://au.iherb.com/c/protective-face-masks,Now Foods,Others,Others,Others,1.0,Not specified,S-M,Not specified,Not specified,0,iHerb Customer,0,0,425802e6-ccc6-483e-a9a4-14cbe3c59d15,0,en-US,2021-02-04T20:39:04.68Z,102455,0.0,14.0,50,One of the best things that can be said about this mask is that it reduces the cost of delivery.,Excellent!,False,1612471144.68,Not available,Not available,One of the best things that can be said about this mask is that it reduces the cost of delivery.,US,2.95,medium range,5.0,US,one best thing said reduc cost deliveri,0.6369,0.0,0.819,0.181
102455,Now Foods_ Face Mask_ Grey_ S-M_ 1 Mask,2.95,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Now-Foods-Face-Mask-Grey-S-M-1-Mask/102455,https://au.iherb.com/c/protective-face-masks,Now Foods,Others,Others,Others,1.0,Not specified,S-M,Not specified,Not specified,0,iHerb Customer,0,0,89dc6098-9921-491d-a60e-bab9d6843af5,0,en-US,2021-02-04T12:50:52.998Z,102455,0.0,28.0,50,Nice and comfortable mask that does not make it difficult to breathe. Suitable for woman or child.,Excellent!,False,1612443052.998,Not available,Not available,Nice and comfortable mask that does not make it difficult to breathe. Suitable for woman or child.,US,2.95,medium range,5.0,US,nice comfort make difficult breath suitabl woman child,0.8025,0.0,0.63,0.37
102455,Now Foods_ Face Mask_ Grey_ S-M_ 1 Mask,2.95,AUD,http://schema.org/InStock,https://au.iherb.com/pr/Now-Foods-Face-Mask-Grey-S-M-1-Mask/102455,https://au.iherb.com/c/protective-face-masks,Now Foods,Others,Others,Others,1.0,Not specified,S-M,Not specified,Not specified,0,iHerb Customer,0,0,8af0aa7d-ade6-4371-bf5c-6f34d50f78e9,0,ru-RU,2021-01-31T15:33:25.01Z,102455,23.0,55.0,50,Удобная маска от штрафов_ стильная_ хлопок_ мне нет никакого желания закрывать маской все лицо_ так вот это- такая именно маска.,Comfortable,False,1612107205.01,A comfortable mask against fines_ stylish_ cotton_ I have no desire to cover my whole face with a mask_ so this is just such a mask.,en-US,A comfortable mask against fines_ stylish_ cotton_ I have no desire to cover my whole face with a mask_ so this is just such a mask.,RU,2.95,medium range,5.0,RU,a comfort fine stylish cotton i desir cover whole face,0.2598,0.076,0.812,0.112
