product_id,product_name,product_price,price_currency,product_availability,product_url,source_url,product_brand_name,Mask type,Fabric type,Usage type,Bundle size,Mask Age group,Mask size group,color,certified,abuseCount,customerNickname,helpfulNo,helpfulYes,id,imagesCount,languageCode,postedDate,productId,profileInfo.ugcSummary.answerCount,profileInfo.ugcSummary.reviewCount,ratingValue,reviewText,reviewTitle,reviewed,score,translation.reviewText,translation.reviewTitle,reviewText_final,Reviewer_Geo,Cost per mask,price_bucket,rating_value,Reviewer_Geo.1,processed,mixed_sentiment,negative_sentiment,neutral_sentiment,positive_sentiment
103839,Lozperi_ Copper Mask_ Adult_ Dot_ 1 Count,6.85,AUD,http:schema.orgInStock,https:au.iherb.comprLozperi-Copper-Mask-Adult-Dot-1-Count103839,https:au.iherb.comcprotective-face-masks,Lozperi,Others,Copper,Others,1.0,Adult,Not specified,Not specified,Not specified,0,iHerb Customer,0,6,05c2b17e-c28d-4792-930d-27e787d8d4ad,1,en-US,2021-01-27T09:04:10.569Z,103839,0.0,34.0,50,The mask quality and the color is good. It fits to my face fine. ,Dotted Pattern Is Nice,True,1614071050.569,Not available,Not available,The mask quality and the color is good. It fits to my face fine. ,US,6.85,high-end,5.0,US,the qualiti color it fit face fine,0.5719,0.0,0.719,0.281
103839,Lozperi_ Copper Mask_ Adult_ Dot_ 1 Count,6.85,AUD,http:schema.orgInStock,https:au.iherb.comprLozperi-Copper-Mask-Adult-Dot-1-Count103839,https:au.iherb.comcprotective-face-masks,Lozperi,Others,Copper,Others,1.0,Adult,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,80e44af8-2edf-4b81-a80a-7e7888d03cc0,0,ru-RU,2021-02-07T00:56:39.055Z,103839,0.0,37.0,50,Внуку очень понравилось. Удобная маска.,Wonderful!,False,1612659399.055,The grandson really liked it. Comfortable mask.,en-US,The grandson really liked it. Comfortable mask.,RU,6.85,high-end,5.0,RU,the grandson realli like comfort,0.7688,0.0,0.429,0.571
103839,Lozperi_ Copper Mask_ Adult_ Dot_ 1 Count,6.85,AUD,http:schema.orgInStock,https:au.iherb.comprLozperi-Copper-Mask-Adult-Dot-1-Count103839,https:au.iherb.comcprotective-face-masks,Lozperi,Others,Copper,Others,1.0,Adult,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,9a76e047-21e4-4da3-8b50-9d2396519b6b,0,en-US,2021-02-06T21:40:02.886Z,103839,0.0,3.0,40,Easy to put on & comfortable to wear.,Good,False,1612647602.886,Not available,Not available,Easy to put on & comfortable to wear.,US,6.85,high-end,4.0,US,easi put comfort wear,0.7351,0.0,0.492,0.508
103839,Lozperi_ Copper Mask_ Adult_ Dot_ 1 Count,6.85,AUD,http:schema.orgInStock,https:au.iherb.comprLozperi-Copper-Mask-Adult-Dot-1-Count103839,https:au.iherb.comcprotective-face-masks,Lozperi,Others,Copper,Others,1.0,Adult,Not specified,Not specified,Not specified,0,InnaIgorevna,0,0,2890ac54-8707-418e-be3e-8d46231e3672,0,ru-RU,2021-02-05T16:29:28.906Z,103839,0.0,16.0,40,Тонкая_ приятная к телу маска. Расцветка тоже очень понравилась,Good,False,1612542568.906,A thin mask that is pleasant to the body. I liked the colors too,en-US,A thin mask that is pleasant to the body. I liked the colors too,RU,6.85,high-end,4.0,RU,a thin pleasant bodi i like color,0.7269,0.0,0.663,0.337
103839,Lozperi_ Copper Mask_ Adult_ Dot_ 1 Count,6.85,AUD,http:schema.orgInStock,https:au.iherb.comprLozperi-Copper-Mask-Adult-Dot-1-Count103839,https:au.iherb.comcprotective-face-masks,Lozperi,Others,Copper,Others,1.0,Adult,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,9db33354-0457-4efa-bc9c-b5f7ee0eff31,0,ru-RU,2021-02-05T09:43:42.367Z,103839,0.0,19.0,50,Отличная маска! Мне подошла идеально. Слегка есть запах. Выглядит прилично. Качество отличное.,Wonderful!,False,1612518222.367,Great mask! It suited me perfectly. There is a slight smell. It looks decent. The quality is excellent.,en-US,Great mask! It suited me perfectly. There is a slight smell. It looks decent. The quality is excellent.,RU,6.85,high-end,5.0,RU,great it suit perfectli there slight smell it look decent the qualiti excel,0.923,0.0,0.55,0.45
103839,Lozperi_ Copper Mask_ Adult_ Dot_ 1 Count,6.85,AUD,http:schema.orgInStock,https:au.iherb.comprLozperi-Copper-Mask-Adult-Dot-1-Count103839,https:au.iherb.comcprotective-face-masks,Lozperi,Others,Copper,Others,1.0,Adult,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,5fab014c-d839-4743-a343-cf03b7b168ce,0,en-US,2021-02-02T12:28:22.584Z,103839,7.0,258.0,50,a little bigger for a small face..for me it is better kid size ...<br>however_ it is such an extremely pleasant material...<br>I am very surprised and excited ...,Great!,False,1612268902.584,Not available,Not available,a little bigger for a small face..for me it is better kid size ...<br>however_ it is such an extremely pleasant material...<br>I am very surprised and excited ...,US,6.85,high-end,5.0,US,littl bigger small face better kid size howev extrem pleasant materi i surpris excit,0.8847,0.0,0.688,0.312
103839,Lozperi_ Copper Mask_ Adult_ Dot_ 1 Count,6.85,AUD,http:schema.orgInStock,https:au.iherb.comprLozperi-Copper-Mask-Adult-Dot-1-Count103839,https:au.iherb.comcprotective-face-masks,Lozperi,Others,Copper,Others,1.0,Adult,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,7eb008a6-195b-437b-8f08-482d171c2648,0,ru-RU,2021-02-02T12:23:53.355Z,103839,0.0,5.0,50,Приятная ткань_ удобно облегает лицо_ не мешает дышать.,Convenient mask,False,1612268633.355,Nice fabric_ fits the face comfortably_ does not interfere with breathing.,en-US,Nice fabric_ fits the face comfortably_ does not interfere with breathing.,RU,6.85,high-end,5.0,RU,nice fabric fit face comfort interfer breath,0.6808,0.0,0.616,0.384
103839,Lozperi_ Copper Mask_ Adult_ Dot_ 1 Count,6.85,AUD,http:schema.orgInStock,https:au.iherb.comprLozperi-Copper-Mask-Adult-Dot-1-Count103839,https:au.iherb.comcprotective-face-masks,Lozperi,Others,Copper,Others,1.0,Adult,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,90e02dad-fcf3-4c40-b21c-6e7b12168ee6,0,en-US,2021-02-01T20:59:59.034Z,103839,1.0,62.0,50,The Copper fibers in the fabric not only offers sterilization against germs but also gives protection against radiation.,Excellent!,False,1612213199.034,Not available,Not available,The Copper fibers in the fabric not only offers sterilization against germs but also gives protection against radiation.,US,6.85,high-end,5.0,US,the copper fiber fabric offer steril germ also give protect radiat,0.0,0.0,1.0,0.0
103839,Lozperi_ Copper Mask_ Adult_ Dot_ 1 Count,6.85,AUD,http:schema.orgInStock,https:au.iherb.comprLozperi-Copper-Mask-Adult-Dot-1-Count103839,https:au.iherb.comcprotective-face-masks,Lozperi,Others,Copper,Others,1.0,Adult,Not specified,Not specified,Not specified,0,Maxchen,0,1,7f2ed8ab-1f84-46ca-af30-9e4444b7ecaf,0,ru-RU,2021-01-27T05:38:56.182Z,103839,41.0,119.0,50,Хорошая маска_ удобная_ хорошо поступает воздух. Нет швов в точках касания с лицом и это очень удобно_ нет чувства тяжести. <br>На небритом лице маска постепенно опускается вниз во время разговора или жевания из-за характерной динамики челюсти_ щетина на лице служит рычагом в этом процессе. Но это явление наблюдается и при использовании других масок. <br>Ткань очень приятная для лица и не вызывает дискомфорта.,Excellent!,False,1612114736.182,Good mask_ comfortable_ good air flow. There are no seams at the points of contact with the face and it is very comfortable_ there is no feeling of heaviness. On an unshaven face_ the mask gradually drops down during conversation or chewing due to the characteristic dynamics of the jaw_ the bristles on the face act as a lever in this process. But this phenomenon is also observed when using other masks. The fabric is very soft on the face and does not cause discomfort.,en-US,Good mask_ comfortable_ good air flow. There are no seams at the points of contact with the face and it is very comfortable_ there is no feeling of heaviness. On an unshaven face_ the mask gradually drops down during conversation or chewing due to the characteristic dynamics of the jaw_ the bristles on the face act as a lever in this process. But this phenomenon is also observed when using other masks. The fabric is very soft on the face and does not cause discomfort.,RU,6.85,high-end,5.0,RU,good comfort air flow there seam point contact face comfort feel heavi on unshaven face gradual drop convers chew due characterist dynam jaw bristl face act lever process but phenomenon also observ use the fabric soft face caus discomfort,0.8446,0.03,0.831,0.139
103839,Lozperi_ Copper Mask_ Adult_ Dot_ 1 Count,6.85,AUD,http:schema.orgInStock,https:au.iherb.comprLozperi-Copper-Mask-Adult-Dot-1-Count103839,https:au.iherb.comcprotective-face-masks,Lozperi,Others,Copper,Others,1.0,Adult,Not specified,Not specified,Not specified,0,iHerb Customer,0,0,72c1f16a-9c93-4b8a-961d-8ee4487c5c72,0,en-US,2021-01-27T08:43:35.293Z,103839,0.0,133.0,50,will buy again!,Excellent!  very comfortable and pretty,False,1611737015.293,Not available,Not available,will buy again!,US,6.85,high-end,5.0,US,buy,0.0,0.0,1.0,0.0
